idade,area_atual,horas_disponiveis,nivel_logica,nivel_ingles,area_recomendada,tempo_estimado_semanas
39,Direito,6,4,1,Cybersecurity,61
51,Engenharia,22,8,2,Data Science,45
31,Educação,36,1,5,UX/UI Design,42
25,Direito,22,10,6,Data Science,48
22,Atendimento,32,9,6,Data Science,36
55,Direito,13,3,10,Cybersecurity,60
42,Administração,26,9,1,Data Science,39
42,Administração,32,1,2,Product Management,44
24,Direito,10,3,5,Cybersecurity,60
52,Engenharia,11,5,3,UX/UI Design,56
47,Atendimento,18,1,2,Cybersecurity,61
32,Administração,21,8,8,Data Science,45
29,Direito,37,8,6,Data Science,35
31,Educação,10,8,2,Data Science,54
44,Atendimento,19,1,10,Cybersecurity,53
43,Saúde,28,7,4,UX/UI Design,40
33,Vendas,31,10,7,Data Science,32
47,Engenharia,6,1,5,UX/UI Design,66
28,Educação,5,3,6,UX/UI Design,66
28,Engenharia,32,8,3,Data Science,41
45,Vendas,33,9,7,Data Science,41
38,Direito,23,1,3,Cybersecurity,54
22,Atendimento,34,7,1,Cybersecurity,42
23,Administração,22,1,3,Product Management,59
20,Engenharia,21,5,8,Desenvolvimento Full Stack,53
42,Engenharia,34,5,10,Desenvolvimento Full Stack,36
49,Educação,28,3,6,UX/UI Design,52
46,Direito,6,8,6,Data Science,56
51,Saúde,35,8,6,Data Science,36
33,Saúde,19,7,6,UX/UI Design,51
22,Atendimento,20,7,8,Desenvolvimento Full Stack,53
27,Administração,8,5,6,UX/UI Design,57
48,Administração,32,4,10,Product Management,40
40,Educação,14,10,4,Data Science,50
32,Administração,19,4,3,Product Management,50
20,Direito,28,6,9,Desenvolvimento Full Stack,45
54,Atendimento,26,3,5,Cybersecurity,53
46,Educação,8,9,2,Data Science,55
37,Administração,38,10,4,Data Science,33
27,Administração,32,1,6,Product Management,44
18,Saúde,35,1,3,UX/UI Design,42
51,Educação,24,7,7,Desenvolvimento Full Stack,46
34,Engenharia,35,1,3,UX/UI Design,48
48,Administração,11,9,8,Data Science,50
29,Engenharia,24,10,7,Data Science,46
20,Saúde,27,3,6,UX/UI Design,44
33,Saúde,25,10,7,Data Science,45
34,Educação,28,7,9,Desenvolvimento Full Stack,39
20,Saúde,12,2,10,UX/UI Design,64
36,Engenharia,18,6,3,UX/UI Design,51
44,Administração,20,2,9,Product Management,51
21,Educação,25,4,1,UX/UI Design,48
44,Saúde,36,10,10,Data Science,34
21,Engenharia,27,9,9,Data Science,42
31,Atendimento,19,1,6,Cybersecurity,53
47,Administração,25,4,1,Product Management,48
38,Vendas,36,1,5,Product Management,41
34,Engenharia,29,6,2,UX/UI Design,44
45,Educação,27,1,9,UX/UI Design,50
34,Administração,39,1,5,Product Management,40
52,Direito,15,2,7,Cybersecurity,58
20,Saúde,5,10,5,Data Science,59
45,Direito,13,5,6,Cybersecurity,54
36,Engenharia,16,1,5,UX/UI Design,55
51,Administração,30,7,2,UX/UI Design,41
51,Vendas,17,6,6,UX/UI Design,51
34,Atendimento,24,9,2,Data Science,48
28,Administração,19,8,6,Data Science,50
29,Engenharia,5,8,2,Data Science,64
43,Administração,9,1,5,Product Management,66
44,Engenharia,22,9,8,Data Science,49
31,Administração,22,4,7,Product Management,48
20,Educação,35,10,6,Data Science,29
19,Educação,25,9,10,Data Science,44
30,Saúde,12,6,10,Desenvolvimento Full Stack,61
29,Direito,5,6,10,Desenvolvimento Full Stack,60
51,Atendimento,15,9,2,Data Science,51
20,Engenharia,11,1,3,UX/UI Design,63
49,Direito,19,8,8,Data Science,50
26,Atendimento,15,1,2,Cybersecurity,58
34,Direito,7,4,4,Cybersecurity,65
43,Engenharia,7,3,3,UX/UI Design,62
47,Engenharia,35,2,3,UX/UI Design,42
42,Administração,15,10,2,Data Science,45
38,Educação,37,3,1,UX/UI Design,43
20,Atendimento,19,5,3,Cybersecurity,57
38,Direito,20,4,2,Cybersecurity,54
30,Atendimento,9,6,4,Cybersecurity,60
51,Administração,29,4,3,Product Management,44
28,Educação,10,5,7,Desenvolvimento Full Stack,61
32,Engenharia,37,3,1,UX/UI Design,39
24,Direito,22,10,8,Data Science,42
23,Educação,39,9,6,Data Science,35
48,Vendas,31,6,10,Desenvolvimento Full Stack,37
26,Direito,9,3,10,Cybersecurity,60
52,Saúde,27,9,7,Data Science,36
45,Engenharia,14,6,1,UX/UI Design,53
30,Atendimento,30,7,10,Desenvolvimento Full Stack,36
30,Administração,21,1,4,Product Management,57
29,Direito,18,2,4,Cybersecurity,52
18,Engenharia,31,10,9,Data Science,41
55,Vendas,8,1,10,Product Management,66
33,Vendas,6,4,6,Product Management,65
43,Educação,21,3,5,UX/UI Design,54
38,Administração,36,7,4,UX/UI Design,33
40,Engenharia,6,6,4,UX/UI Design,65
51,Vendas,16,5,6,UX/UI Design,54
36,Educação,18,9,7,Data Science,52
32,Administração,34,6,7,Desenvolvimento Full Stack,35
29,Administração,33,10,9,Data Science,34
54,Direito,11,3,10,Cybersecurity,59
34,Vendas,21,6,9,Desenvolvimento Full Stack,52
40,Vendas,33,4,5,Product Management,42
21,Direito,6,7,2,Cybersecurity,64
37,Engenharia,17,10,10,Data Science,50
46,Atendimento,16,3,5,Cybersecurity,57
20,Engenharia,36,8,6,Data Science,36
51,Educação,11,9,9,Data Science,58
42,Engenharia,18,1,10,UX/UI Design,61
36,Administração,25,6,3,UX/UI Design,51
19,Administração,35,3,5,Product Management,41
25,Direito,15,7,2,Cybersecurity,53
36,Engenharia,35,8,9,Data Science,39
19,Atendimento,21,4,5,Cybersecurity,47
49,Engenharia,7,9,8,Data Science,58
